"year";"age";"qx";"lx";"dx";"ex"
2000;97;0,30436;4181;1272;2,42
2000;98;0,32684;2908;950;2,27
2000;99;0,34938;1958;684;2,12
2000;100;0,37177;1274;474;2
2000;101;0,39382;800;315;1,88
2000;102;0,41533;485;201;1,78
2000;103;0,43614;284;124;1,69
2000;104;0,4561;160;73;1,61
2000;105;0,4751;87;41;1,53
2000;106;0,49303;46;23;1,47
2000;107;0,50983;23;12;1,42
2000;108;0,52548;11;6;1,37
2000;109;0,53995;5;3;1,33
2000;110;1;2;2;1,31
2001;0;0,00397;1e+05;397;81,17
2001;1;5e-04;99603;50;80,5
2001;2;0,00034;99553;34;79,54
2001;3;0,00014;99520;14;78,56
2001;4;0,00017;99506;17;77,57
2001;5;0,00016;99488;16;76,59
2001;6;0,00012;99473;12;75,6
2001;7;0,00027;99461;27;74,61
2001;8;1e-04;99433;10;73,63
2001;9;1e-04;99424;10;72,64
2001;10;0,00011;99414;11;71,64
2001;11;0,00013;99403;13;70,65
2001;12;0,00015;99390;15;69,66
2001;13;0,00017;99375;17;68,67
2001;14;0,00012;99359;12;67,68
2001;15;0,00021;99347;21;66,69
2001;16;0,00035;99326;34;65,7
2001;17;0,00031;99292;30;64,73
2001;18;0,00037;99262;36;63,75
2001;19;0,00037;99225;37;62,77
2001;20;0,00033;99188;33;61,79
2001;21;0,00046;99155;45;60,81
2001;22;0,00033;99110;33;59,84
2001;23;0,00028;99077;28;58,86
2001;24;0,00033;99049;33;57,88
2001;25;0,00026;99016;25;56,9
2001;26;0,00041;98991;41;55,91
2001;27;0,00055;98950;54;54,93
2001;28;0,00042;98896;42;53,96
2001;29;0,00035;98854;35;52,98
2001;30;0,00052;98820;52;52
2001;31;0,00041;98768;41;51,03
2001;32;0,00055;98727;54;50,05
2001;33;0,00048;98673;47;49,08
2001;34;0,00061;98626;60;48,1
2001;35;0,00085;98566;83;47,13
2001;36;0,00081;98483;80;46,17
2001;37;0,00088;98403;87;45,21
2001;38;0,00071;98316;70;44,25
2001;39;0,00098;98247;96;43,28
2001;40;0,00113;98151;111;42,32
2001;41;0,00107;98039;105;41,37
2001;42;0,00137;97934;134;40,41
2001;43;0,00148;97800;145;39,47
2001;44;0,00174;97656;170;38,52
2001;45;0,00182;97486;177;37,59
2001;46;0,00197;97309;192;36,66
2001;47;0,00235;97117;228;35,73
2001;48;0,00221;96889;214;34,81
2001;49;0,00241;96674;233;33,89
2001;50;0,00275;96441;265;32,97
2001;51;0,00321;96176;309;32,06
2001;52;0,00316;95867;303;31,16
2001;53;0,00375;95564;359;30,26
2001;54;0,0037;95205;352;29,37
2001;55;0,0041;94853;389;28,48
2001;56;0,00456;94464;431;27,59
2001;57;0,00505;94034;475;26,71
2001;58;0,00466;93559;436;25,85
2001;59;0,00545;93123;508;24,97
2001;60;0,00559;92615;518;24,1
2001;61;0,0058;92097;534;23,23
2001;62;0,00682;91563;625;22,37
2001;63;0,00661;90938;601;21,52
2001;64;0,0075;90337;677;20,66
2001;65;0,00773;89660;693;19,81
2001;66;0,01022;88967;909;18,96
2001;67;0,01054;88058;928;18,15
2001;68;0,01144;87130;997;17,34
2001;69;0,0127;86134;1094;16,53
2001;70;0,01394;85040;1185;15,74
2001;71;0,0159;83855;1333;14,95
2001;72;0,01808;82521;1492;14,19
2001;73;0,0198;81029;1605;13,44
2001;74;0,02267;79425;1800;12,7
2001;75;0,02476;77624;1922;11,98
2001;76;0,02928;75702;2216;11,27
2001;77;0,03319;73486;2439;10,6
2001;78;0,03531;71047;2508;9,95
2001;79;0,0427;68539;2926;9,29
2001;80;0,04868;65613;3194;8,68
2001;81;0,05848;62418;3650;8,1
2001;82;0,05839;58768;3432;7,58
2001;83;0,07057;55336;3905;7,01
2001;84;0,08003;51431;4116;6,51
2001;85;0,08835;47315;4180;6,03
2001;86;0,10335;43135;4458;5,57
2001;87;0,11684;38677;4519;5,15
2001;88;0,13205;34158;4511;4,77
2001;89;0,14711;29648;4361;4,42
2001;90;0,16775;25286;4242;4,09
2001;91;0,17994;21044;3787;3,82
2001;92;0,19347;17258;3339;3,54
2001;93;0,21231;13919;2955;3,27
2001;94;0,23756;10964;2605;3,02
2001;95;0,25803;8359;2157;2,81
2001;96;0,28017;6202;1738;2,61
2001;97;0,30282;4465;1352;2,43
2001;98;0,32575;3113;1014;2,27
2001;99;0,34875;2099;732;2,12
2001;100;0,3716;1367;508;1,99
2001;101;0,3941;859;338;1,88
2001;102;0,41604;520;217;1,77
2001;103;0,43724;304;133;1,68
2001;104;0,45755;171;78;1,6
2001;105;0,47684;93;44;1,53
2001;106;0,49502;49;24;1,46
2001;107;0,51202;25;13;1,41
2001;108;0,52781;12;6;1,36
2001;109;0,54238;6;3;1,32
2001;110;1;3;3;1,3
2002;0;0,00371;1e+05;371;81,2
2002;1;0,00041;99629;41;80,5
2002;2;0,00019;99589;19;79,53
2002;3;0,00014;99569;14;78,55
2002;4;0,00019;99555;19;77,56
2002;5;0,00019;99536;19;76,57
2002;6;5e-05;99517;5;75,59
2002;7;0,00012;99512;12;74,59
2002;8;9e-05;99500;8;73,6
2002;9;0,00013;99491;13;72,61
2002;10;8e-05;99478;8;71,62
2002;11;8e-05;99470;8;70,62
2002;12;0,00021;99462;21;69,63
2002;13;0,00016;99441;16;68,64
2002;14;0,00015;99425;15;67,65
2002;15;0,00019;99410;18;66,66
2002;16;0,00015;99392;15;65,68
2002;17;0,00014;99376;14;64,69
2002;18;0,00041;99363;40;63,69
2002;19;5e-04;99323;49;62,72
2002;20;0,00021;99273;21;61,75
2002;21;0,00031;99253;31;60,76
2002;22;0,00034;99222;34;59,78
2002;23;0,00038;99188;37;58,8
2002;24;0,00036;99150;36;57,82
2002;25;0,00046;99115;45;56,85
2002;26;0,00044;99070;44;55,87
2002;27;0,00036;99026;36;54,9
2002;28;0,00035;98990;34;53,92
2002;29;0,00049;98956;49;52,93
2002;30;0,00033;98907;33;51,96
2002;31;0,00045;98874;44;50,98
2002;32;0,00052;98830;51;50
2002;33;0,00048;98778;47;49,03
2002;34;8e-04;98731;79;48,05
2002;35;0,00067;98653;66;47,09
2002;36;0,00074;98586;73;46,12
2002;37;0,00068;98513;67;45,15
2002;38;0,00077;98446;76;44,18
2002;39;0,00105;98370;103;43,22
2002;40;0,001;98268;98;42,26
2002;41;0,00118;98169;116;41,3
2002;42;0,00117;98053;115;40,35
2002;43;0,00151;97939;148;39,4
2002;44;0,00141;97791;138;38,46
2002;45;0,0015;97653;146;37,51
2002;46;0,00195;97506;190;36,56
2002;47;0,0022;97316;214;35,64
2002;48;0,0022;97102;214;34,71
2002;49;0,00273;96888;265;33,79
2002;50;0,0028;96623;271;32,88
2002;51;0,00298;96352;287;31,97
2002;52;0,00372;96065;357;31,06
2002;53;0,0035;95708;335;30,18
2002;54;0,00403;95373;384;29,28
2002;55;0,00444;94989;422;28,4
2002;56;0,00446;94567;422;27,52
2002;57;0,00487;94146;458;26,64
2002;58;0,00477;93687;447;25,77
2002;59;0,0052;93240;484;24,89
2002;60;0,00563;92756;522;24,02
2002;61;0,00678;92233;625;23,15
2002;62;0,00654;91608;599;22,31
2002;63;0,00739;91009;672;21,45
2002;64;0,00794;90336;718;20,61
2002;65;0,00856;89619;767;19,77
2002;66;0,0097;88852;862;18,94
2002;67;0,0099;87990;871;18,12
2002;68;0,01127;87119;981;17,29
2002;69;0,01322;86137;1139;16,48
2002;70;0,01369;84999;1163;15,7
2002;71;0,01542;83835;1292;14,91
2002;72;0,01695;82543;1399;14,13
2002;73;0,0191;81144;1550;13,37
2002;74;0,02268;79594;1805;12,62
2002;75;0,02447;77789;1903;11,9
2002;76;0,02873;75885;2181;11,19
2002;77;0,03375;73705;2488;10,5
2002;78;0,03584;71217;2553;9,85
2002;79;0,04076;68664;2799;9,2
2002;80;0,04725;65865;3112;8,57
2002;81;0,05477;62753;3437;7,97
2002;82;0,06925;59316;4107;7,4
2002;83;0,06926;55209;3824;6,92
2002;84;0,08109;51385;4167;6,4
2002;85;0,09095;47218;4294;5,92
2002;86;0,10203;42923;4379;5,46
2002;87;0,12454;38544;4800;5,02
2002;88;0,13456;33743;4540;4,66
2002;89;0,14785;29203;4318;4,31
2002;90;0,16311;24885;4059;3,97
2002;91;0,19048;20826;3967;3,65
2002;92;0,20526;16859;3461;3,39
2002;93;0,22953;13399;3075;3,14
2002;94;0,24535;10323;2533;2,92
2002;95;0,26761;7790;2085;2,71
2002;96;0,29063;5706;1658;2,52
2002;97;0,31408;4047;1271;2,34
2002;98;0,33772;2776;938;2,19
2002;99;0,36131;1839;664;2,05
2002;100;0,38463;1174;452;1,92
2002;101;0,40744;723;294;1,81
2002;102;0,42955;428;184;1,71
2002;103;0,45076;244;110;1,62
2002;104;0,47095;134;63;1,55
2002;105;0,48999;71;35;1,48
2002;106;0,5078;36;18;1,42
2002;107;0,52433;18;9;1,37
2002;108;0,53958;8;5;1,32
2002;109;0,55355;4;2;1,29
2002;110;1;2;2;1,27
2003;0;0,00352;1e+05;352;81,22
2003;1;0,00049;99648;49;80,5
2003;2;3e-04;99599;30;79,54
2003;3;0,00016;99569;16;78,57
2003;4;0,00016;99553;16;77,58
2003;5;1e-04;99538;10;76,59
2003;6;0,00014;99527;14;75,6
2003;7;7e-05;99513;7;74,61
2003;8;5e-05;99507;5;73,61
2003;9;7e-05;99501;7;72,62
2003;10;3e-05;99495;3;71,62
2003;11;0,00011;99491;11;70,63
2003;12;8e-05;99480;8;69,63
2003;13;0,00023;99472;22;68,64
2003;14;0,00011;99450;11;67,65
2003;15;8e-05;99439;8;66,66
2003;16;0,00024;99430;23;65,67
2003;17;0,00015;99407;15;64,68
2003;18;0,00036;99392;35;63,69
2003;19;0,00032;99356;32;62,72
2003;20;0,00036;99325;36;61,73
2003;21;0,00032;99289;31;60,76
2003;22;0,00028;99258;27;59,78
2003;23;0,00045;99230;44;58,79
2003;24;0,00036;99186;35;57,82
2003;25;0,00042;99151;41;56,84
2003;26;0,00042;99110;42;55,86
2003;27;3e-04;99068;30;54,89
2003;28;0,00045;99038;45;53,9
2003;29;0,00045;98994;44;52,93
2003;30;0,00055;98949;54;51,95
2003;31;0,00033;98895;33;50,98
2003;32;0,00042;98863;42;49,99
2003;33;0,00047;98821;47;49,01
2003;34;0,00053;98774;52;48,04
2003;35;0,00051;98722;50;47,06
2003;36;7e-04;98672;69;46,09
2003;37;0,00075;98603;74;45,12
2003;38;7e-04;98529;69;44,15
2003;39;0,00082;98460;81;43,18
2003;40;0,00096;98379;94;42,22
2003;41;0,00101;98285;99;41,26
2003;42;0,00127;98186;124;40,3
2003;43;0,00138;98061;136;39,35
2003;44;0,00143;97925;140;38,4
2003;45;0,00192;97785;188;37,46
2003;46;0,00175;97598;171;36,53
2003;47;0,00209;97427;203;35,59
2003;48;0,00228;97224;222;34,67
2003;49;0,00223;97002;216;33,74
2003;50;0,00281;96785;272;32,82
2003;51;0,00324;96514;313;31,91
2003;52;0,00338;96201;325;31,01
2003;53;0,00314;95876;301;30,11
2003;54;0,0037;95575;354;29,21
2003;55;0,0042;95221;400;28,31
2003;56;0,0043;94821;408;27,43
2003;57;0,00449;94414;424;26,55
2003;58;0,00547;93990;514;25,67
2003;59;0,00578;93476;541;24,8
2003;60;0,00629;92935;584;23,95
2003;61;0,00693;92351;640;23,09
2003;62;0,00623;91711;571;22,25
2003;63;0,00723;91140;659;21,39
2003;64;0,00804;90480;727;20,54
2003;65;0,00824;89753;740;19,7
2003;66;0,00882;89013;785;18,86
2003;67;0,0106;88228;935;18,02
2003;68;0,01185;87293;1035;17,21
2003;69;0,01183;86259;1020;16,41
2003;70;0,01424;85238;1214;15,6
2003;71;0,0153;84025;1286;14,82
2003;72;0,01682;82739;1391;14,04
2003;73;0,0201;81348;1635;13,28
2003;74;0,02199;79713;1753;12,54
2003;75;0,02481;77960;1935;11,81
2003;76;0,0298;76026;2265;11,1
2003;77;0,03202;73760;2362;10,42
2003;78;0,03923;71398;2801;9,75
2003;79;0,04109;68597;2819;9,13
2003;80;0,04887;65779;3215;8,5
2003;81;0,05668;62564;3546;7,91
2003;82;0,06165;59018;3639;7,35
2003;83;0,08016;55379;4439;6,8
2003;84;0,07949;50940;4049;6,35
2003;85;0,09038;46891;4238;5,86
2003;86;0,11003;42653;4693;5,39
2003;87;0,11983;37960;4549;5
2003;88;0,13782;33411;4605;4,61
2003;89;0,14871;28807;4284;4,26
2003;90;0,16862;24523;4135;3,92
2003;91;0,1905;20388;3884;3,62
2003;92;0,20601;16504;3400;3,35
2003;93;0,22745;13104;2981;3,09
2003;94;0,2538;10124;2569;2,85
2003;95;0,27388;7554;2069;2,65
2003;96;0,29741;5485;1631;2,46
2003;97;0,32131;3854;1238;2,29
2003;98;0,34533;2616;903;2,14
2003;99;0,36923;1712;632;2
2003;100;0,39276;1080;424;1,88
2003;101;0,41569;656;273;1,77
2003;102;0,43782;383;168;1,68
2003;103;0,45898;215;99;1,59
2003;104;0,47902;117;56;1,52
2003;105;0,49783;61;30;1,45
2003;106;0,51536;30;16;1,39
2003;107;0,53156;15;8;1,34
2003;108;0,54643;7;4;1,3
2003;109;0,55999;3;2;1,27
2003;110;1;1;1;1,25
2004;0;0,00356;1e+05;356;81,87
2004;1;0,00034;99644;34;81,16
2004;2;0,00025;99609;25;80,19
2004;3;0,00011;99584;11;79,21
2004;4;0,00011;99574;10;78,22
2004;5;9e-05;99563;9;77,22
2004;6;0,00012;99555;12;76,23
2004;7;2e-05;99542;2;75,24
2004;8;0,00014;99541;14;74,24
2004;9;7e-05;99527;7;73,25
2004;10;8e-05;99520;8;72,26
2004;11;8e-05;99512;8;71,26
2004;12;8e-05;99504;8;70,27
2004;13;0,00013;99496;13;69,27
2004;14;0,00019;99483;19;68,28
2004;15;0,00011;99464;11;67,3
2004;16;0,00023;99453;23;66,3
2004;17;0,00025;99430;25;65,32
2004;18;0,00032;99405;32;64,33
2004;19;0,00018;99373;18;63,36
2004;20;0,00018;99355;18;62,37
2004;21;0,00021;99337;21;61,38
2004;22;0,00031;99316;31;60,39
2004;23;0,00046;99285;45;59,41
2004;24;0,00023;99240;23;58,44
2004;25;0,00041;99217;41;57,45
2004;26;0,00034;99176;33;56,47
2004;27;0,00035;99143;35;55,49
2004;28;2e-04;99108;20;54,51
2004;29;0,00048;99088;47;53,52
2004;30;4e-04;99040;40;52,55
2004;31;4e-04;99001;40;51,57
2004;32;0,00052;98961;52;50,59
2004;33;0,00043;98910;43;49,61
2004;34;0,00043;98867;43;48,64
2004;35;0,00066;98824;65;47,66
2004;36;0,00055;98759;54;46,69
2004;37;0,00085;98705;84;45,71
2004;38;0,00078;98621;76;44,75
2004;39;0,00101;98545;100;43,79
2004;40;0,00095;98445;94;42,83
2004;41;0,00099;98351;98;41,87
2004;42;0,00121;98254;119;40,91
2004;43;0,00119;98135;117;39,96
2004;44;0,00148;98018;145;39,01
2004;45;0,00142;97872;139;38,06
2004;46;0,00178;97733;174;37,12
2004;47;0,00176;97560;172;36,18
2004;48;0,00222;97388;216;35,25
2004;49;0,00257;97172;250;34,32
2004;50;0,00277;96922;269;33,41
2004;51;0,00297;96653;287;32,5
2004;52;0,00348;96366;335;31,6
2004;53;0,00357;96031;343;30,71
2004;54;0,00391;95688;374;29,81
2004;55;0,0039;95314;372;28,93
2004;56;0,00415;94942;394;28,04
2004;57;0,00443;94547;419;27,16
2004;58;0,00461;94128;433;26,27
2004;59;0,0051;93695;478;25,39
2004;60;0,00594;93217;554;24,52
2004;61;0,00625;92663;579;23,66
2004;62;0,00604;92084;557;22,81
2004;63;0,0062;91528;568;21,95
2004;64;0,0072;90960;655;21,08
2004;65;0,00826;90305;746;20,23
2004;66;0,00825;89558;739;19,39
2004;67;0,00984;88819;874;18,55
2004;68;0,00994;87946;875;17,73
2004;69;0,01156;87071;1006;16,9
2004;70;0,01211;86065;1042;16,09
2004;71;0,01468;85023;1248;15,29
2004;72;0,0167;83775;1399;14,51
2004;73;0,01849;82376;1523;13,74
2004;74;0,01992;80852;1610;12,99
2004;75;0,023;79242;1823;12,25
2004;76;0,02813;77419;2178;11,52
2004;77;0,03066;75242;2307;10,84
2004;78;0,03476;72934;2535;10,17
2004;79;0,03955;70399;2784;9,52
2004;80;0,04518;67615;3055;8,89
2004;81;0,05178;64560;3343;8,29
2004;82;0,06049;61217;3703;7,71
2004;83;0,0682;57514;3923;7,18
2004;84;0,08234;53592;4413;6,67
2004;85;0,07784;49179;3828;6,22
2004;86;0,09757;45351;4425;5,7
2004;87;0,11404;40926;4667;5,26
2004;88;0,1199;36259;4348;4,88
2004;89;0,14935;31911;4766;4,47
2004;90;0,15658;27145;4250;4,17
2004;91;0,1733;22895;3968;3,85
2004;92;0,19495;18927;3690;3,55
2004;93;0,21653;15237;3299;3,29
2004;94;0,23052;11938;2752;3,07
2004;95;0,25429;9186;2336;2,84
2004;96;0,27679;6850;1896;2,63
2004;97;0,29984;4954;1485;2,45
2004;98;0,32321;3469;1121;2,28
2004;99;0,34668;2348;814;2,13
2004;100;0,37002;1534;567;2
2004;101;0,39301;966;380;1,88
2004;102;0,41542;586;244;1,77
2004;103;0,43706;343;150;1,68
2004;104;0,45778;193;88;1,6
2004;105;0,47744;105;50;1,52
2004;106;0,49594;55;27;1,46
2004;107;0,51321;28;14;1,4
2004;108;0,52922;13;7;1,36
2004;109;0,54396;6;3;1,32
2004;110;1;3;3;1,29
2005;0;0,00339;1e+05;339;81,87
2005;1;0,00025;99661;25;81,15
2005;2;0,00032;99636;32;80,17
2005;3;2e-04;99604;20;79,19
2005;4;0,00012;99584;12;78,21
2005;5;0,00019;99572;19;77,22
2005;6;9e-05;99553;9;76,23
2005;7;0,00012;99544;12;75,24
2005;8;0,00019;99532;19;74,25
2005;9;5e-05;99513;5;73,26
2005;10;7e-05;99508;7;72,27
2005;11;7e-05;99501;7;71,27
2005;12;8e-05;99495;8;70,28
2005;13;0,00011;99487;11;69,28
2005;14;0,00014;99476;14;68,29
2005;15;8e-05;99462;8;67,3
2005;16;0,00016;99454;16;66,3
2005;17;0,00023;99438;23;65,31
2005;18;0,00025;99415;25;64,33
2005;19;0,00033;99390;33;63,34
2005;20;0,00026;99357;26;62,37
2005;21;0,00023;99331;22;61,38
2005;22;0,00022;99309;22;60,4
2005;23;2e-04;99287;20;59,41
2005;24;0,00027;99267;27;58,42
2005;25;0,00021;99240;21;57,44
2005;26;0,00032;99219;31;56,45
2005;27;0,00023;99188;23;55,47
2005;28;0,00035;99165;35;54,48
2005;29;0,00042;99130;41;53,5
2005;30;4e-04;99089;39;52,52
2005;31;0,00046;99050;45;51,54
2005;32;0,00057;99005;56;50,56
2005;33;0,00052;98949;51;49,59
2005;34;0,00052;98897;52;48,62
2005;35;0,00052;98846;52;47,64
2005;36;0,00067;98794;66;46,67
2005;37;0,00085;98728;84;45,7
2005;38;0,00073;98644;72;44,74
2005;39;0,00081;98572;80;43,77
2005;40;0,00101;98492;99;42,8
2005;41;0,00108;98392;107;41,85
2005;42;0,00124;98286;122;40,89
2005;43;0,00113;98164;111;39,94
2005;44;0,00154;98053;151;38,99
2005;45;0,00161;97902;157;38,05
2005;46;0,00199;97744;194;37,11
2005;47;0,0018;97550;176;36,18
2005;48;0,00216;97374;210;35,24
2005;49;0,0024;97164;233;34,32
2005;50;0,00279;96931;270;33,4
2005;51;0,00296;96660;286;32,49
2005;52;0,00338;96374;326;31,59
2005;53;0,00356;96048;342;30,69
2005;54;0,00363;95707;347;29,8
2005;55;0,00389;95360;371;28,91
2005;56;0,00408;94988;387;28,02
2005;57;0,00457;94601;432;27,13
2005;58;0,00441;94169;415;26,25
2005;59;0,0051;93754;478;25,37
2005;60;0,00575;93276;536;24,49
2005;61;0,00641;92740;594;23,63
2005;62;0,00638;92146;588;22,78
2005;63;0,00707;91557;647;21,93
2005;64;0,00783;90910;712;21,08
2005;65;0,00817;90198;737;20,24
2005;66;0,00865;89461;773;19,4
2005;67;0,00921;88688;817;18,57
2005;68;0,01101;87871;968;17,74
2005;69;0,01195;86904;1039;16,93
2005;70;0,01335;85865;1146;16,13
2005;71;0,01479;84718;1253;15,34
2005;72;0,01509;83465;1259;14,56
2005;73;0,01895;82206;1558;13,78
2005;74;0,02047;80648;1651;13,03
2005;75;0,02376;78997;1877;12,29
2005;76;0,0251;77119;1936;11,58
2005;77;0,02865;75184;2154;10,87
2005;78;0,03419;73030;2497;10,17
2005;79;0,03859;70533;2722;9,51
2005;80;0,04497;67811;3050;8,88
2005;81;0,05186;64761;3359;8,27
2005;82;0,05802;61403;3562;7,7
2005;83;0,06731;57840;3893;7,14
2005;84;0,07425;53947;4006;6,62
2005;85;0,09453;49941;4721;6,11
2005;86;0,0934;45221;4224;5,69
2005;87;0,11347;40997;4652;5,23
2005;88;0,12474;36345;4534;4,84
2005;89;0,1439;31811;4578;4,45
2005;90;0,16214;27233;4416;4,12
2005;91;0,18086;22818;4127;3,82
2005;92;0,18995;18691;3550;3,55
2005;93;0,21628;15141;3275;3,27
2005;94;0,22875;11866;2714;3,03
2005;95;0,25928;9152;2373;2,78
2005;96;0,28247;6779;1915;2,58
2005;97;0,30617;4864;1489;2,4
2005;98;0,33016;3375;1114;2,23
2005;99;0,35417;2261;801;2,08
2005;100;0,37798;1460;552;1,95
2005;101;0,40132;908;364;1,84
2005;102;0,424;544;231;1,73
2005;103;0,4458;313;140;1,64
2005;104;0,46656;174;81;1,56
2005;105;0,48617;93;45;1,49
2005;106;0,50452;48;24;1,43
2005;107;0,52156;24;12;1,38
2005;108;0,53727;11;6;1,33
2005;109;0,55166;5;3;1,29
2005;110;1;2;2;1,27
2006;0;0,00374;1e+05;374;82,16
2006;1;0,00035;99626;35;81,47
2006;2;0,00018;99592;17;80,5
2006;3;0,00023;99574;23;79,51
2006;4;7e-05;99551;7;78,53
2006;5;1e-04;99544;10;77,53
2006;6;1e-04;99534;10;76,54
2006;7;1e-04;99523;10;75,55
2006;8;0,00014;99513;14;74,56
2006;9;3e-05;99499;3;73,57
2006;10;3e-05;99496;3;72,57
2006;11;7e-05;99493;7;71,57
2006;12;0,00012;99486;12;70,58
2006;13;0,00014;99474;14;69,59
2006;14;0,00016;99460;16;68,6
2006;15;0,00016;99444;16;67,61
2006;16;0,00019;99429;19;66,62
2006;17;0,00019;99410;19;65,63
2006;18;0,00024;99390;24;64,64
2006;19;0,00044;99366;44;63,66
2006;20;0,00023;99323;23;62,69
2006;21;0,00019;99300;19;61,7
2006;22;0,00019;99281;19;60,71
2006;23;2e-04;99262;20;59,72
2006;24;3e-04;99242;30;58,74
2006;25;0,00033;99212;32;57,75
2006;26;0,00034;99180;34;56,77
2006;27;0,00028;99146;28;55,79
2006;28;0,00033;99118;33;54,81
2006;29;0,00048;99085;48;53,82
2006;30;0,00041;99037;41;52,85
2006;31;0,00047;98997;46;51,87
2006;32;0,00067;98950;66;50,9
2006;33;0,00041;98884;40;49,93
2006;34;0,00042;98844;42;48,95
2006;35;0,00056;98802;55;47,97
2006;36;6e-04;98747;59;47
2006;37;0,00076;98688;75;46,02
2006;38;0,00074;98613;73;45,06
2006;39;0,00085;98540;83;44,09
2006;40;0,00092;98456;91;43,13
2006;41;0,00088;98366;87;42,17
2006;42;0,00112;98279;110;41,21
2006;43;0,00119;98169;117;40,25
2006;44;0,00151;98052;148;39,3
2006;45;0,00148;97905;145;38,36
2006;46;0,00171;97760;167;37,41
2006;47;0,00208;97593;203;36,48
2006;48;0,00224;97390;218;35,55
2006;49;0,00208;97172;202;34,63
2006;50;0,0028;96970;271;33,7
2006;51;0,00288;96698;278;32,79
2006;52;0,00295;96420;284;31,89
2006;53;0,0035;96136;337;30,98
2006;54;0,00355;95799;340;30,09
2006;55;0,00409;95459;391;29,19
2006;56;0,0038;95068;362;28,31
2006;57;0,00453;94707;429;27,42
2006;58;0,00503;94277;474;26,54
2006;59;0,00465;93803;436;25,67
2006;60;0,00566;93368;528;24,79
2006;61;0,00601;92839;558;23,93
2006;62;0,00686;92282;633;23,07
2006;63;0,0066;91649;605;22,22
2006;64;0,00699;91043;636;21,37
2006;65;0,00871;90407;787;20,52
2006;66;0,00818;89620;733;19,69
2006;67;0,00917;88887;815;18,85
2006;68;0,01053;88072;927;18,02
2006;69;0,01086;87145;946;17,21
2006;70;0,01287;86199;1109;16,39
2006;71;0,01292;85089;1099;15,6
2006;72;0,0154;83990;1293;14,79
2006;73;0,01713;82697;1417;14,02
2006;74;0,0195;81280;1585;13,25
2006;75;0,02271;79695;1810;12,51
2006;76;0,0246;77885;1916;11,79
2006;77;0,02813;75969;2137;11,07
2006;78;0,03362;73832;2482;10,38
2006;79;0,03904;71350;2785;9,72
2006;80;0,04297;68565;2946;9,09
2006;81;0,04901;65618;3216;8,48
2006;82;0,05672;62402;3540;7,89
2006;83;0,0648;58863;3814;7,34
2006;84;0,0732;55048;4029;6,81
2006;85;0,08248;51019;4208;6,31
2006;86;0,10495;46811;4913;5,83
2006;87;0,10293;41898;4313;5,45
2006;88;0,11608;37586;4363;5,02
2006;89;0,1434;33223;4764;4,62
2006;90;0,14428;28459;4106;4,31
2006;91;0,16978;24353;4135;3,95
2006;92;0,18274;20218;3695;3,65
2006;93;0,20775;16523;3433;3,36
2006;94;0,22557;13091;2953;3,11
2006;95;0,25044;10138;2539;2,87
2006;96;0,27323;7599;2076;2,66
2006;97;0,29662;5523;1638;2,47
2006;98;0,32038;3884;1245;2,3
2006;99;0,34428;2640;909;2,14
2006;100;0,36806;1731;637;2,01
2006;101;0,39149;1094;428;1,89
2006;102;0,41434;666;276;1,78
2006;103;0,43641;390;170;1,68
2006;104;0,45753;220;101;1,6
2006;105;0,47754;119;57;1,52
2006;106;0,49636;62;31;1,46
2006;107;0,5139;31;16;1,4
2006;108;0,53013;15;8;1,35
2006;109;0,54505;7;4;1,31
2006;110;1;3;3;1,29
2007;0;0,00344;1e+05;344;82,21
2007;1;0,00039;99656;39;81,5
2007;2;0,00021;99617;21;80,53
2007;3;0,00012;99597;12;79,54
2007;4;4e-05;99585;4;78,55
2007;5;4e-05;99581;4;77,56
2007;6;9e-05;99578;9;76,56
2007;7;1e-04;99569;10;75,57
2007;8;9e-05;99559;9;74,57
2007;9;1e-04;99550;10;73,58
2007;10;8e-05;99540;8;72,59
2007;11;8e-05;99532;8;71,59
2007;12;2e-04;99523;20;70,6
2007;13;0,00013;99503;13;69,61
2007;14;0,00016;99490;16;68,62
2007;15;0,00011;99474;11;67,63
2007;16;0,00026;99463;26;66,64
2007;17;0,00017;99437;17;65,66
2007;18;0,00033;99419;33;64,67
2007;19;0,00035;99386;35;63,69
2007;20;3e-04;99351;30;62,71
2007;21;0,00024;99321;24;61,73
2007;22;0,00029;99297;28;60,75
2007;23;0,00033;99269;32;59,76
2007;24;0,00029;99237;29;58,78
2007;25;3e-04;99208;29;57,8
2007;26;0,00038;99178;38;56,82
2007;27;0,00025;99141;25;55,84
2007;28;0,00024;99116;23;54,85
2007;29;0,00046;99093;45;53,87
2007;30;0,00039;99047;38;52,89
2007;31;0,00041;99009;40;51,91
2007;32;0,00061;98969;61;50,93
2007;33;0,00049;98908;49;49,96
2007;34;0,00047;98860;47;48,99
2007;35;0,00056;98813;56;48,01
2007;36;0,00057;98757;56;47,04
2007;37;0,00087;98701;86;46,06
2007;38;0,00077;98615;76;45,1
2007;39;0,00103;98539;102;44,14
2007;40;8e-04;98437;79;43,18
2007;41;0,00107;98358;105;42,22
2007;42;0,00132;98253;130;41,26
2007;43;0,00114;98123;112;40,31
2007;44;0,00152;98011;149;39,36
2007;45;0,00165;97862;162;38,42
2007;46;0,00202;97701;198;37,48
2007;47;0,00196;97503;191;36,56
2007;48;0,00208;97312;202;35,63
2007;49;0,00235;97110;228;34,7
2007;50;0,00273;96882;264;33,78
